,ward,wardcode,totalhouseholds,broom1,broom1p,broom2,broom2p,broom3,broom3p,broom4,broom4p,rat2,rat2p,rat1,rat1p,rat0,rat0p,rat-1,rat-1p,rat-2,rat-2p,car0,car0p,car1,car1p,car2,car2p,car3,car3p,nodis,nodisp,onedis,onedisp,twodis,twodisp,heat0,heat0p,heat1,heat1p,heatnore2,heatnore2p,heatrenew2,heatrenew2p,own,ownp,shareo,shareop,socrent,socrentp,prirent,prirentp,rentfree,rentfreep,tr2,tr2p,tr25,tr25p,tr510,tr510p,tr1020,tr1020p,tr2030,tr2030p,tr3040,tr3040p,tr4060,tr4060p,tr60,tr60p,ptime,ptimep,par15,par15p,par1630,par1630p,ftime,ftimep,f3148,f3148p,f49,f49p
267,Longford (Trafford),E05000832,"5,149",822,16.0,"1,071",20.8,"2,472",48.0,784,15.2,"1,534",29.8,"1,555",30.2,"1,747",33.9,263,5.1,50,1.0,"1,499",29.1,"2,327",45.2,"1,038",20.2,285,5.5,"3,431",66.6,"1,338",26.0,380,7.4,65,1.3,58,1.1,421,8.2,6,0.1,"2,951",57.3,32,0.6,"1,021",19.8,"1,141",22.2,4,0.1,565,9.6,"1,108",18.7,784,13.3,305,5.2,67,1.1,35,0.6,59,1.0,49,0.8,"1,856",31.4,640,10.8,"1,216",20.6,"4,055",68.6,"3,648",61.7,407,6.9
268,Priory (Trafford),E05000833,"5,025",819,16.3,"1,720",34.2,"1,550",30.8,936,18.6,"1,519",30.2,"1,892",37.6,"1,494",29.7,108,2.1,13,0.3,"1,187",23.6,"2,417",48.1,"1,197",23.8,224,4.5,"3,702",73.7,"1,119",22.3,204,4.1,79,1.6,25,0.5,337,6.7,18,0.4,"3,084",61.3,32,0.6,474,9.4,"1,436",28.6,1,0.0,394,6.7,658,11.3,932,16.0,347,5.9,85,1.5,38,0.7,34,0.6,38,0.7,"1,399",23.9,461,7.9,938,16.1,"4,445",76.1,"3,844",65.8,601,10.3
269,Sale Moor,E05000835,"4,397",357,8.1,969,22.0,"2,294",52.2,777,17.7,"1,677",38.1,"1,533",34.9,"1,065",24.2,101,2.3,21,0.5,825,18.8,"2,007",45.6,"1,283",29.2,282,6.4,"2,995",68.1,"1,104",25.1,298,6.8,51,1.2,24,0.5,300,6.8,11,0.2,"2,989",68.0,10,0.2,779,17.7,614,14.0,5,0.1,358,7.0,742,14.6,875,17.2,256,5.0,95,1.9,33,0.6,47,0.9,39,0.8,"1,365",26.9,428,8.4,937,18.4,"3,718",73.1,"3,253",64.0,465,9.1
270,St Mary's (Trafford),E05000834,"4,812",505,10.5,"1,018",21.2,"2,068",43.0,"1,221",25.4,"1,859",38.6,"1,565",32.5,"1,226",25.5,147,3.1,17,0.4,952,19.8,"1,910",39.7,"1,491",31.0,459,9.5,"3,124",64.9,"1,321",27.4,368,7.6,51,1.1,46,1.0,376,7.8,9,0.2,"3,124",64.9,35,0.7,"1,260",26.2,391,8.1,4,0.1,431,8.2,834,15.9,780,14.8,472,9.0,127,2.4,45,0.9,38,0.7,39,0.7,"1,665",31.6,550,10.5,"1,115",21.2,"3,596",68.4,"3,151",59.9,445,8.5
271,Stretford,E05000836,"4,669",600,12.9,962,20.6,"2,336",50.0,771,16.5,"1,522",32.6,"1,525",32.7,"1,435",30.7,160,3.4,27,0.6,"1,188",25.4,"2,086",44.7,"1,092",23.4,303,6.5,"3,006",64.4,"1,345",28.8,318,6.8,66,1.4,44,0.9,321,6.9,11,0.2,"2,919",62.5,25,0.5,"1,044",22.4,678,14.5,3,0.1,407,7.5,"1,008",18.5,902,16.5,331,6.1,53,1.0,27,0.5,34,0.6,57,1.0,"1,559",28.5,504,9.2,"1,055",19.3,"3,906",71.5,"3,473",63.5,433,7.9
272,Timperley,E05000837,"4,383",73,1.7,467,10.7,"2,478",56.5,"1,365",31.1,"2,409",55.0,"1,462",33.4,484,11.0,26,0.6,2,0.0,447,10.2,"1,785",40.7,"1,705",38.9,446,10.2,"3,191",72.8,968,22.1,224,5.1,35,0.8,11,0.3,250,5.7,10,0.2,"3,975",90.7,22,0.5,69,1.6,318,7.3,0,0.0,447,8.1,694,12.7,635,11.6,478,8.7,111,2.0,44,0.8,34,0.6,40,0.7,"1,505",27.4,469,8.5,"1,036",18.9,"3,983",72.6,"3,436",62.6,547,10.0
273,Urmston,E05000838,"4,910",711,14.5,"1,077",21.9,"2,169",44.2,955,19.4,"1,849",37.7,"1,729",35.2,"1,242",25.3,78,1.6,12,0.2,"1,002",20.4,"2,185",44.5,"1,389",28.3,334,6.8,"3,344",68.1,"1,286",26.2,279,5.7,70,1.4,23,0.5,318,6.5,5,0.1,"3,465",70.6,74,1.5,561,11.4,805,16.4,4,0.1,486,8.6,838,14.8,903,16.0,462,8.2,87,1.5,43,0.8,33,0.6,42,0.7,"1,417",25.1,400,7.1,"1,017",18.0,"4,231",74.9,"3,745",66.3,486,8.6
274,Village (Trafford),E05000839,"4,322",354,8.2,958,22.2,"2,034",47.1,973,22.5,"1,700",39.3,"1,447",33.5,"1,057",24.5,96,2.2,22,0.5,827,19.1,"1,792",41.5,"1,325",30.7,377,8.7,"2,820",65.2,"1,203",27.8,299,6.9,49,1.1,20,0.5,326,7.5,12,0.3,"2,887",66.8,26,0.6,995,23.0,408,9.4,6,0.1,458,9.9,849,18.4,567,12.3,379,8.2,83,1.8,24,0.5,42,0.9,43,0.9,"1,491",32.3,510,11.1,981,21.3,"3,122",67.7,"2,680",58.1,442,9.6
275,Bebington,E05000954,"6,535",478,7.3,880,13.5,"3,805",58.2,"1,375",21.0,"3,002",45.9,"2,231",34.1,"1,230",18.8,68,1.0,5,0.1,"1,182",18.1,"2,804",42.9,"2,000",30.6,550,8.4,"4,201",64.3,"1,809",27.7,526,8.0,80,1.2,47,0.7,418,6.4,16,0.2,"4,847",74.2,45,0.7,809,12.4,832,12.7,3,0.0,507,7.2,"1,187",16.8,"1,399",19.8,706,10.0,164,2.3,78,1.1,73,1.0,63,0.9,"2,090",29.6,625,8.9,"1,465",20.8,"4,960",70.4,"4,396",62.4,564,8.0
276,Bidston and St James,E05000955,"7,062",653,9.2,"2,206",31.2,"3,477",49.2,725,10.3,"1,848",26.2,"2,859",40.5,"2,141",30.3,199,2.8,18,0.3,"2,989",42.3,"2,837",40.2,976,13.8,259,3.7,"3,756",53.2,"2,500",35.4,805,11.4,135,1.9,127,1.8,618,8.8,15,0.2,"2,523",35.7,39,0.6,"3,128",44.3,"1,359",19.2,12,0.2,796,13.2,"1,581",26.2,939,15.6,486,8.1,193,3.2,33,0.5,40,0.7,58,1.0,"1,987",33.0,539,8.9,"1,448",24.0,"4,040",67.0,"3,643",60.4,397,6.6
277,Birkenhead and Tranmere,E05000956,"8,059","1,599",19.8,"2,921",36.2,"2,698",33.5,842,10.4,"1,685",20.9,"2,995",37.2,"3,129",38.8,224,2.8,26,0.3,"4,174",51.8,"2,937",36.4,781,9.7,167,2.1,"4,257",52.8,"3,066",38.0,736,9.1,196,2.4,137,1.7,704,8.7,30,0.4,"2,441",30.3,103,1.3,"2,661",33.0,"2,850",35.4,4,0.0,"1,164",18.7,"1,157",18.6,"1,020",16.4,449,7.2,173,2.8,37,0.6,39,0.6,74,1.2,"2,098",33.7,663,10.7,"1,435",23.1,"4,123",66.3,"3,698",59.4,425,6.8
278,Bromborough,E05000957,"7,401",520,7.0,"2,033",27.5,"3,806",51.4,"1,042",14.1,"2,702",36.5,"2,887",39.0,"1,658",22.4,132,1.8,22,0.3,"1,779",24.0,"3,443",46.5,"1,719",23.2,460,6.2,"4,590",62.0,"2,188",29.6,625,8.4,104,1.4,60,0.8,596,8.1,10,0.1,"4,572",61.8,65,0.9,"1,321",17.8,"1,441",19.5,4,0.1,921,11.8,"1,017",13.0,"1,602",20.4,955,12.2,137,1.7,88,1.1,67,0.9,79,1.0,"2,197",28.0,647,8.3,"1,550",19.8,"5,637",72.0,"5,000",63.8,637,8.1
279,Clatterbridge,E05000958,"5,876",97,1.7,700,11.9,"3,272",55.7,"1,807",30.8,"3,531",60.1,"1,726",29.4,571,9.7,42,0.7,5,0.1,623,10.6,"2,434",41.4,"2,140",36.4,680,11.6,"4,021",68.4,"1,447",24.6,408,6.9,38,0.6,16,0.3,351,6.0,20,0.3,"5,075",86.4,20,0.3,195,3.3,585,10.0,1,0.0,401,6.6,607,10.0,"1,221",20.1,819,13.5,93,1.5,65,1.1,65,1.1,59,1.0,"1,732",28.6,567,9.4,"1,165",19.2,"4,332",71.4,"3,782",62.4,550,9.1
280,Claughton,E05000959,"6,473",793,12.3,"1,211",18.7,"2,889",44.7,"1,577",24.4,"2,692",41.6,"2,194",33.9,"1,479",22.8,99,1.5,9,0.1,"1,596",24.7,"2,734",42.2,"1,622",25.1,521,8.0,"3,977",61.4,"1,981",30.6,515,8.0,103,1.6,40,0.6,490,7.6,14,0.2,"4,200",64.9,30,0.5,925,14.3,"1,313",20.3,6,0.1,736,11.1,"1,428",21.5,926,13.9,541,8.1,210,3.2,41,0.6,60,0.9,85,1.3,"1,928",29.0,605,9.1,"1,323",19.9,"4,722",71.0,"4,128",62.1,594,8.9
281,Eastham,E05000960,"6,019",277,4.6,888,14.8,"3,729",62.0,"1,125",18.7,"2,933",48.8,"2,067",34.4,940,15.6,68,1.1,5,0.1,"1,021",17.0,"2,540",42.2,"1,913",31.8,545,9.1,"3,860",64.1,"1,667",27.7,492,8.2,68,1.1,31,0.5,414,6.9,16,0.3,"4,758",79.0,38,0.6,564,9.4,657,10.9,2,0.0,421,6.6,795,12.4,"1,218",19.0,"1,220",19.0,107,1.7,56,0.9,75,1.2,80,1.2,"1,816",28.3,547,8.5,"1,269",19.8,"4,605",71.7,"4,098",63.8,507,7.9
282,"Greasby, Frankby and Irby",E05000961,"6,188",196,3.2,"1,180",19.1,"3,073",49.7,"1,739",28.1,"3,260",52.7,"2,212",35.8,674,10.9,34,0.5,7,0.1,667,10.8,"2,593",41.9,"2,249",36.3,679,11.0,"4,143",67.0,"1,606",26.0,439,7.1,55,0.9,17,0.3,340,5.5,20,0.3,"5,431",87.8,38,0.6,223,3.6,496,8.0,0,0.0,425,6.8,715,11.4,"1,135",18.0,753,12.0,231,3.7,51,0.8,69,1.1,78,1.2,"1,924",30.6,615,9.8,"1,309",20.8,"4,369",69.4,"3,761",59.8,608,9.7
283,Heswall,E05000962,"5,827",242,4.2,"1,029",17.7,"2,058",35.3,"2,496",42.8,"3,555",61.0,"1,662",28.5,576,9.9,31,0.5,3,0.1,636,10.9,"2,130",36.6,"2,219",38.1,842,14.4,"4,166",71.4,"1,389",23.8,276,4.7,30,0.5,14,0.2,417,7.2,21,0.4,"5,097",87.5,19,0.3,199,3.4,510,8.8,2,0.0,315,5.7,343,6.2,996,18.1,804,14.6,141,2.6,65,1.2,58,1.1,62,1.1,"1,806",32.7,711,12.9,"1,095",19.9,"3,709",67.3,"2,988",54.2,721,13.1
284,Hoylake and Meols,E05000963,"5,726",432,7.5,"1,440",25.1,"1,796",31.4,"2,060",36.0,"2,817",49.2,"1,990",34.8,861,15.0,55,1.0,3,0.1,994,17.4,"2,449",42.8,"1,724",30.1,557,9.7,"3,910",68.3,"1,453",25.4,363,6.3,58,1.0,19,0.3,455,7.9,20,0.3,"4,509",78.8,9,0.2,239,4.2,968,16.9,0,0.0,387,6.7,342,6.0,698,12.1,"1,042",18.1,273,4.8,62,1.1,53,0.9,85,1.5,"1,773",30.9,644,11.2,"1,129",19.6,"3,973",69.1,"3,320",57.8,653,11.4
285,Leasowe and Moreton East,E05000964,"6,543",445,6.8,"1,386",21.2,"3,807",58.2,905,13.8,"2,412",36.9,"2,398",36.6,"1,591",24.3,126,1.9,16,0.2,"1,745",26.7,"2,896",44.3,"1,520",23.2,383,5.9,"3,580",54.7,"2,168",33.1,795,12.2,103,1.6,57,0.9,455,7.0,22,0.3,"3,799",58.1,25,0.4,"1,770",27.1,941,14.4,8,0.1,519,8.2,"1,122",17.7,"1,262",19.9,685,10.8,264,4.2,48,0.8,51,0.8,65,1.0,"1,905",30.1,551,8.7,"1,354",21.4,"4,430",69.9,"3,926",62.0,504,8.0
286,Liscard,E05000965,"6,988",679,9.7,"1,567",22.4,"3,085",44.1,"1,657",23.7,"2,755",39.4,"2,535",36.3,"1,572",22.5,108,1.5,18,0.3,"2,281",32.6,"3,070",43.9,"1,333",19.1,304,4.4,"4,094",58.6,"2,203",31.5,691,9.9,148,2.1,76,1.1,523,7.5,11,0.2,"4,089",58.5,12,0.2,735,10.5,"2,150",30.8,3,0.0,"1,013",15.2,"1,225",18.3,960,14.4,499,7.5,253,3.8,28,0.4,60,0.9,83,1.2,"2,105",31.5,621,9.3,"1,484",22.2,"4,573",68.5,"4,078",61.1,495,7.4
287,Moreton West and Saughall Massie,E05000966,"6,238",349,5.6,"1,482",23.8,"3,405",54.6,"1,002",16.1,"2,598",41.6,"2,422",38.8,"1,140",18.3,72,1.2,6,0.1,"1,076",17.2,"2,789",44.7,"1,844",29.6,529,8.5,"3,768",60.4,"1,857",29.8,613,9.8,82,1.3,49,0.8,438,7.0,23,0.4,"4,800",76.9,27,0.4,600,9.6,810,13.0,2,0.0,443,7.0,984,15.5,"1,191",18.8,730,11.5,280,4.4,64,1.0,57,0.9,67,1.1,"1,966",31.0,595,9.4,"1,371",21.6,"4,386",69.0,"3,923",61.8,463,7.3
288,New Brighton,E05000967,"6,915","1,104",16.0,"1,855",26.8,"1,975",28.6,"1,981",28.6,"2,707",39.1,"2,371",34.3,"1,745",25.2,82,1.2,10,0.1,"1,980",28.6,"3,113",45.0,"1,460",21.1,363,5.2,"4,120",59.6,"2,224",32.2,571,8.3,147,2.1,66,1.0,518,7.5,13,0.2,"4,272",61.8,41,0.6,650,9.4,"1,950",28.2,0,0.0,771,11.7,857,13.0,"1,016",15.4,602,9.1,260,3.9,35,0.5,60,0.9,65,1.0,"1,996",30.3,615,9.3,"1,381",20.9,"4,596",69.7,"4,066",61.7,530,8.0
289,Oxton,E05000968,"6,666",748,11.2,"1,619",24.3,"2,841",42.6,"1,459",21.9,"2,884",43.3,"2,391",35.9,"1,330",20.0,57,0.9,4,0.1,"1,487",22.3,"3,106",46.6,"1,633",24.5,440,6.6,"4,345",65.2,"1,846",27.7,476,7.1,105,1.6,33,0.5,421,6.3,15,0.2,"4,518",67.8,46,0.7,496,7.4,"1,604",24.1,3,0.0,604,9.4,"1,293",20.1,943,14.6,471,7.3,186,2.9,58,0.9,54,0.8,69,1.1,"1,796",27.9,612,9.5,"1,184",18.4,"4,646",72.1,"3,992",62.0,654,10.2
290,Pensby and Thingwall,E05000969,"5,843",268,4.6,"1,346",23.0,"3,194",54.7,"1,035",17.7,"2,627",45.0,"2,261",38.7,897,15.4,49,0.8,7,0.1,843,14.4,"2,550",43.6,"1,902",32.6,548,9.4,"3,702",63.4,"1,676",28.7,465,8.0,51,0.9,20,0.3,389,6.7,12,0.2,"4,692",80.3,18,0.3,582,10.0,550,9.4,0,0.0,396,7.0,553,9.8,"1,251",22.1,654,11.5,193,3.4,56,1.0,52,0.9,76,1.3,"1,757",31.0,548,9.7,"1,209",21.3,"3,913",69.0,"3,426",60.4,487,8.6
291,Prenton,E05000970,"6,247",358,5.7,985,15.8,"3,187",51.0,"1,717",27.5,"3,062",49.0,"2,020",32.3,"1,069",17.1,87,1.4,10,0.2,"1,392",22.3,"2,621",41.9,"1,693",27.1,544,8.7,"3,937",63.0,"1,762",28.2,548,8.8,103,1.6,33,0.5,447,7.2,16,0.3,"4,548",72.8,28,0.4,627,10.0,"1,025",16.4,18,0.3,608,9.0,"1,568",23.1,"1,061",15.7,531,7.8,198,2.9,49,0.7,60,0.9,100,1.5,"2,073",30.6,622,9.2,"1,451",21.4,"4,705",69.4,"4,130",60.9,575,8.5
292,Rock Ferry,E05000971,"6,898",919,13.3,"1,761",25.5,"3,377",49.0,841,12.2,"1,932",28.0,"2,612",37.9,"2,162",31.3,175,2.5,17,0.2,"2,814",40.8,"2,823",40.9,"1,004",14.6,257,3.7,"3,569",51.7,"2,564",37.2,765,11.1,112,1.6,86,1.2,517,7.5,33,0.5,"2,594",37.6,109,1.6,"2,147",31.1,"2,043",29.6,6,0.1,663,11.1,"1,426",23.9,"1,057",17.7,580,9.7,165,2.8,38,0.6,42,0.7,68,1.1,"1,957",32.8,573,9.6,"1,384",23.2,"4,005",67.2,"3,581",60.1,424,7.1
293,Seacombe,E05000972,"6,702",756,11.3,"1,655",24.7,"3,428",51.2,861,12.9,"2,031",30.3,"2,487",37.1,"1,984",29.6,172,2.6,26,0.4,"2,828",42.2,"2,780",41.5,906,13.5,186,2.8,"3,430",51.2,"2,491",37.2,779,11.6,164,2.4,108,1.6,552,8.2,10,0.1,"2,738",40.9,75,1.1,"1,648",24.6,"2,235",33.4,4,0.1,"1,036",18.1,"1,263",22.0,845,14.7,465,8.1,141,2.5,19,0.3,39,0.7,47,0.8,"1,955",34.1,561,9.8,"1,394",24.3,"3,782",65.9,"3,413",59.5,369,6.4
294,Upton (Wirral),E05000973,"7,251",658,9.1,"1,684",23.2,"3,904",53.8,"1,005",13.9,"2,572",35.5,"2,713",37.4,"1,809",24.9,144,2.0,13,0.2,"1,981",27.3,"3,062",42.2,"1,679",23.2,529,7.3,"4,250",58.6,"2,340",32.3,661,9.1,127,1.8,69,1.0,574,7.9,17,0.2,"4,191",57.8,44,0.6,"1,855",25.6,"1,150",15.9,11,0.2,982,14.2,"1,151",16.6,"1,397",20.2,553,8.0,229,3.3,43,0.6,78,1.1,120,1.7,"2,286",33.0,651,9.4,"1,635",23.6,"4,633",67.0,"4,092",59.1,541,7.8
295,Wallasey,E05000974,"6,292",493,7.8,892,14.2,"2,609",41.5,"2,298",36.5,"3,403",54.1,"1,869",29.7,969,15.4,44,0.7,8,0.1,"1,050",16.7,"2,802",44.5,"1,874",29.8,566,9.0,"4,124",65.5,"1,716",27.3,452,7.2,79,1.3,36,0.6,420,6.7,12,0.2,"4,989",79.3,31,0.5,305,4.8,965,15.3,3,0.0,695,10.2,815,11.9,"1,152",16.9,541,7.9,290,4.2,40,0.6,82,1.2,89,1.3,"2,027",29.7,640,9.4,"1,387",20.3,"4,803",70.3,"4,194",61.4,609,8.9
296,West Kirby and Thurstaston,E05000975,"5,505",319,5.8,990,18.0,"2,225",40.4,"1,971",35.8,"3,045",55.3,"1,679",30.5,736,13.4,42,0.8,3,0.1,773,14.0,"2,219",40.3,"1,862",33.8,651,11.8,"3,762",68.3,"1,401",25.4,342,6.2,37,0.7,16,0.3,374,6.8,28,0.5,"4,432",80.5,27,0.5,384,7.0,662,12.0,1,0.0,374,6.9,376,7.0,636,11.8,903,16.8,277,5.1,45,0.8,42,0.8,66,1.2,"1,774",32.9,657,12.2,"1,117",20.7,"3,614",67.1,"2,959",54.9,655,12.2
